facility_name,address,ward_name,lng,lat
医）やまもと医院,名古屋市千種区天満通１－４１－１,名古屋市千種区,136.956024,35.181046
医）吉田病院,名古屋市千種区大久手町５－１９,名古屋市千種区,136.937103,35.161423
ワイワイこどもクリニック,名古屋市千種区御棚町１－２９,名古屋市千種区,136.949966,35.163578
内科 和田クリニック,名古屋市千種区千代が丘５－５０ ショッピングセンターコスモ ３Ｆ,名古屋市千種区,136.983047,35.179943
医）和伸会 和田内科病院,名古屋市千種区今池南２５－５,名古屋市千種区,136.940216,35.163151
愛知医科大学メディカルクリニック,名古屋市東区東桜２－１２－１,名古屋市東区,136.915848,35.171772
荒川医院,名古屋市東区泉１－５－２４,名古屋市東区,136.912048,35.177509
AOI名古屋病院,名古屋市東区泉２－２－５,名古屋市東区,136.915527,35.178394
尾崎クリニック,名古屋市東区大曽根１－２－２５,名古屋市東区,136.927277,35.188637
医）友愛会 オズモール内科クリニック,名古屋市東区東大曽根町２１－８,名古屋市東区,136.93335,35.189583
おなか内科東白壁クリニック,名古屋市東区芳野１－１－１５,名古屋市東区,136.919662,35.183952
加藤内科クリニック,名古屋市東区飯田町３４,名古屋市東区,136.919083,35.179214
医）博志会 小沼内科,名古屋市東区砂田橋３－２ １０１－１０８,名古屋市東区,136.960251,35.189548
笹野医院,名古屋市東区泉１－１－３２,名古屋市東区,136.909073,35.177601
CCクリニック,名古屋市東区泉３－２１－１５,名古屋市東区,136.918793,35.176128
しらかべ耳鼻科・小児科,名古屋市東区芳野１－２－１,名古屋市東区,136.920441,35.183987
杉田医院,名古屋市東区大幸２－２－６,名古屋市東区,136.948456,35.190838
医）すみれ会 中央病院,名古屋市東区東桜２－８－４,名古屋市東区,136.916214,35.172882
出来町クリニック,名古屋市東区新出来２－６－７,名古屋市東区,136.933258,35.180527
医）徳川かとうクリニック,名古屋市東区徳川２－１４－１５,名古屋市東区,136.928757,35.186321
医）中川整形外科内科,名古屋市東区泉３－２７－８,名古屋市東区,136.919357,35.175053
医）英誠会 長谷川外科,名古屋市東区徳川町５２４,名古屋市東区,136.928497,35.183952
はまうづクリニック,名古屋市東区砂田橋４－１－５２,名古屋市東区,136.963608,35.188377
土方クリニック宮田医院,名古屋市東区百人町１０９,名古屋市東区,136.931931,35.179348
堀内内科消化器科クリニック,名古屋市東区芳野３－６－４－Ｄ００３,名古屋市東区,136.925568,35.186878
医）丸井医院,名古屋市東区泉２－１９－２,名古屋市東区,136.916946,35.176052
医）育寿会 ＭＩＷＡ内科胃腸科ＣＬＩＮＩＣ葵,名古屋市東区葵２－１４－１４ Ｍ－ｓｔａｇｅ Ａｏｉ １Ｆ,名古屋市東区,136.926071,35.170589
八木内科クリニック,名古屋市東区矢田２－７－２２,名古屋市東区,136.940735,35.193977
一般財）愛知健康増進財団,名古屋市北区清水１－１８－４,名古屋市北区,136.910721,35.186302
医）相山会 あいやまクリニック,名古屋市北区黒川本通３－８,名古屋市北区,136.91095,35.198746
青木医院,名古屋市北区金城町４－３８,名古屋市北区,136.905533,35.21059
北医療生活協同組合 あじま診療所,名古屋市北区楠味鋺３－１００１－１,名古屋市北区,136.926361,35.222473
飯田医院,名古屋市北区杉栄町５－１１６－４,名古屋市北区,136.924057,35.194603
板倉医院,名古屋市北区城東町７－１５６,名古屋市北区,136.923416,35.194069
医）医心会 伊藤内科医院,名古屋市北区柳原４－７－８,名古屋市北区,136.909668,35.189373
猪子内科クリニック,名古屋市北区清水５－１３－６,名古屋市北区,136.91275,35.195091
うわとこクリニック,名古屋市北区大曽根２－７－１８,名古屋市北区,136.931503,35.189571
社医）大真会 大隈病院,名古屋市北区大曽根２－９－３４,名古屋市北区,136.932007,35.190475
おおすぎハツノ内科クリニック,名古屋市北区大杉三丁目１５－３,名古屋市北区,136.917923,35.188866
医）大曽根外科,名古屋市北区平安１－８－１１,名古屋市北区,136.931534,35.194187
おかひらクリニック,名古屋市北区辻本通３－２４－１,名古屋市北区,136.923645,35.204014
上飯田泌尿器科内科クリニック,名古屋市北区八龍町１－５６,名古屋市北区,136.931274,35.199741
かわなかクリニック,名古屋市北区川中町１１－８,名古屋市北区,136.911926,35.211506
北医療生活協同組合 北病院,名古屋市北区上飯田南町２－８８,名古屋市北区,136.932175,35.203125
きむらクリニック,名古屋市北区大曽根３－６－３,名古屋市北区,136.934937,35.191048
工藤外科クリニック,名古屋市北区池花町２７４,名古屋市北区,136.920074,35.231762
医）忠恕会 小林内科,名古屋市北区黒川本通３－６７,名古屋市北区,136.912979,35.199013
医）榊原内科診療所,名古屋市北区三軒町１２－１,名古屋市北区,136.923492,35.230846
さくらんぼクリニック,名古屋市北区田幡１－１－３,名古屋市北区,136.907318,35.193859
ささきクリニック,名古屋市北区彩紅橋通２－１,名古屋市北区,136.929428,35.19455
杉野医院,名古屋市北区大杉町４－５７,名古屋市北区,136.918991,35.190964
医）浩誠会 セタクリニック,名古屋市北区黒川本通４－３８－１ カーサビアンカ ２Ｆ,名古屋市北区,136.91214,35.200134
社医）愛生会 総合上飯田第一病院,名古屋市北区上飯田北町２－７０,名古屋市北区,136.930939,35.205315
竹内耳鼻咽喉科,名古屋市北区六ケ池町１７－１,名古屋市北区,136.928818,35.237293
たけなかクリニック,名古屋市北区大曽根３－７－３,名古屋市北区,136.935425,35.190647
医）藍靖会 たけなか外科内科こどもクリニック,名古屋市北区金城町４－７２,名古屋市北区,136.906601,35.207798
医）英会 つがねクリニック,名古屋市北区安井４－１４－６３,名古屋市北区,136.921158,35.210155
中井内科医院,名古屋市北区志賀町２－６５－２Ｆ,名古屋市北区,136.914932,35.200867
名古屋市立大学医学部付属西部医療センター,名古屋市北区平手町１－１－１,名古屋市北区,136.90184,35.202358
医）名古屋北クリニック,名古屋市北区丸新町３５７－１,名古屋市北区,136.912659,35.234005
なごや内科整形婦人科,名古屋市北区楠４－１３７,名古屋市北区,136.925461,35.22683
橋本整形外科クリニック,名古屋市北区萩野通１－３８－１,名古屋市北区,136.911713,35.205536
ひらい内科クリニック,名古屋市北区山田４－１－５２,名古屋市北区,136.939484,35.199448
医）藤仁会 藤原医院,名古屋市北区清水３－１２－２３,名古屋市北区,136.911453,35.189339
医）友志会 水谷クリニック,名古屋市北区中丸町２－２,名古屋市北区,136.90271,35.204075
宮永医院,名古屋市北区柳原２－１－１２,名古屋市北区,136.906876,35.190109
医）愛仁会 名春中央病院,名古屋市北区東味鋺１－２４０１,名古屋市北区,136.934814,35.223698
やまもとクリニック,名古屋市北区如意３－１０８,名古屋市北区,136.926498,35.237244
愛知中央クリニック,名古屋市西区中小田井２－３－１,名古屋市西区,136.873962,35.210114
天野記念クリニック,名古屋市西区上名古屋４－３－６,名古屋市西区,136.896591,35.194695
井戸田整形外科,名古屋市西区名駅２－６－５,名古屋市西区,136.884766,35.176968
大漉内科,名古屋市西区大野木５－６３,名古屋市西区,136.897507,35.222847
医）加藤医院,名古屋市西区中小田井３－３４１,名古屋市西区,136.870544,35.214523
かとう内科循環器内科クリニック,名古屋市西区庄内通１－４５,名古屋市西区,136.891251,35.200268
かとうホームクリニック,名古屋市西区城西２－４－９,名古屋市西区,136.89357,35.184658
かなもと内科クリニック,名古屋市西区中沼町５１,名古屋市西区,136.86058,35.222775
かわい内科＆皮ふ科,名古屋市西区中小田井３－３８４－１,名古屋市西区,136.871094,35.215488
川津呼吸器・内科,名古屋市西区名西１－１７－１７,名古屋市西区,136.877258,35.187824
クリニックサンセール清里,名古屋市西区比良３－１０４,名古屋市西区,136.897324,35.229568
後藤医院,名古屋市西区那古野２－１１－１３,名古屋市西区,136.886581,35.177639
医）二高会 消化器科高木医院,名古屋市西区栄生３－８－２７,名古屋市西区,136.873856,35.188046
医）心月会 じょうど医院,名古屋市西区笠取町１－５０,名古屋市西区,136.888565,35.198566
新道内科クリニック,名古屋市西区新道２－５－７,名古屋市西区,136.889252,35.17807
高田医院,名古屋市西区秩父通１－５２,名古屋市西区,136.896423,35.19735
医）恒川内科小児科医院,名古屋市西区枇杷島１－６－３２,名古屋市西区,136.874619,35.189949
医）成和会 西村耳鼻咽喉科・皮ふ科,名古屋市西区南川町２９３,名古屋市西区,136.884018,35.221096
医）慶和会 ひまわりクリニック,名古屋市西区則武新町３－８－２０,名古屋市西区,136.879227,35.178234
医）みわたクリニック Ｆａｍｉｌｙ Ｃｌｉｎｉｃ みたわ小児科,名古屋市西区城西２－１１－３,名古屋市西区,136.891006,35.186028
医）ふじたファミリークリニック,名古屋市西区五才美町１１２,名古屋市西区,136.888214,35.221478
医）松久医院,名古屋市西区新道１－２－２３,名古屋市西区,136.889236,35.183556
医）友仁会 村上クリニック,名古屋市西区花の木３－１４－４,名古屋市西区,136.890442,35.191624
名鉄病院,名古屋市西区栄生２－２６－１１,名古屋市西区,136.872452,35.184612
医）渡辺医院,名古屋市西区庄内通１－３８,名古屋市西区,136.89035,35.199482
荒川内科,名古屋市中村区向島町３－８,名古屋市中村区,136.849564,35.163792
いいだクリニック,名古屋市中村区中村町２－２５－１,名古屋市中村区,136.859116,35.173061
井上医院,名古屋市中村区太閤４－５－１９,名古屋市中村区,136.877167,35.166149
臼井医院,名古屋市中村区大正町２－３６,名古屋市中村区,136.876892,35.1628
医）誠心会 大菅病院,名古屋市中村区大宮町１－３８,名古屋市中村区,136.865433,35.166622
大庭診療所,名古屋市中村区上米野町４－２８,名古屋市中村区,136.873703,35.165619
桶屋クリニック,名古屋市中村区名駅南３－１６－１５,名古屋市中村区,136.888885,35.162582
かなくらレディスクリニック,名古屋市中村区名駅南１－１５－２１,名古屋市中村区,136.889404,35.167301
金子医院,名古屋市中村区長筬町６－２１,名古屋市中村区,136.848297,35.165344
クリニック ヘルスケアテルミナ,名古屋市中村区元中村町１－５－３ エムエスＴＯＷＮ中村 ２階,名古屋市中村区,136.859802,35.170437
医）欅の森かとう医院,名古屋市中村区中村町字茶ノ木１６－２,名古屋市中村区,136.853912,35.174046
一般財）公衆保健協会附属診療所,名古屋市中村区黄金通２－４５－２,名古屋市中村区,136.871658,35.164585
こめの公園前クリニック,名古屋市中村区大正町３－３８－１,名古屋市中村区,136.875137,35.162292
佐々木医院,名古屋市中村区則武１－２６－１５,名古屋市中村区,136.874588,35.172623
城田クリニック,名古屋市中村区高道町５－３－２０,名古屋市中村区,136.864349,35.180336
医）千成クリニック,名古屋市中村区千成通５－１,名古屋市中村区,136.858276,35.162739
医）髙田 髙田内科クリニック,名古屋市中村区道下町２－２５,名古屋市中村区,136.862839,35.172951
谷内科,名古屋市中村区畑江通８－２２,名古屋市中村区,136.85817,35.157875
徳田クリニック,名古屋市中村区千原町４－６５,名古屋市中村区,136.873734,35.181
医）暁会 中村内科,名古屋市中村区中村町８－３７,名古屋市中村区,136.855164,35.168964
医）慶和会 名古屋駅健診クリニック,名古屋市中村区名駅４－１０－２５ 名駅ＩＭＡＩビル ５Ｆ,名古屋市中村区,136.886307,35.169498
名古屋糖尿病内科クリニック,名古屋市中村区名駅３－２２－８,名古屋市中村区,136.888062,35.172256
医)ニコニコこどもクリニック,名古屋市中村区上石川町３－１０,名古屋市中村区,136.852127,35.162956
西川耳鼻咽喉科医院,名古屋市中村区亀島１－８－２９,名古屋市中村区,136.874863,35.177361
ひこさか医院,名古屋市中村区那古野１－４６－１５,名古屋市中村区,136.890045,35.173695
医）平野整形外科,名古屋市中村区鳥居通２－２４－１,名古屋市中村区,136.865128,35.175594
医）細川外科クリニック,名古屋市中村区西米野町１－７５－２,名古屋市中村区,136.871414,35.166092
医）衆済会 増子記念病院,名古屋市中村区竹橋町３５－２８,名古屋市中村区,136.873856,35.168293
水谷内科小児科,名古屋市中村区名駅南１－１１－１,名古屋市中村区,136.889572,35.166412
医）社団進興会 ミッドタウンクリニック名駅,名古屋市中村区名駅１－１－１ ＪＰタワー名古屋 ５Ｆ,名古屋市中村区,136.881989,35.171032
糖尿病・内分泌・内科 名駅東クリニック,名古屋市中村区名駅４－２６－２３ 名駅エフワンビル ７Ｆ,名古屋市中村区,136.88681,35.168217
名駅ファミリアクリニック,名古屋市中村区亀島１－４－４,名古屋市中村区,136.877594,35.176311
森医院,名古屋市中村区鳥居西通１－４５,名古屋市中村区,136.85347,35.168232
森医院,名古屋市中村区西米野町３－１６,名古屋市中村区,136.867462,35.167252
安田内科クリニック,名古屋市中村区太閤通９－１７,名古屋市中村区,136.855331,35.168201
ゆうこ乳腺クリニック,名古屋市中村区名駅４－６－２３,名古屋市中村区,136.885193,35.171162
ゆうゆう診療所,名古屋市中村区大門町１９,名古屋市中村区,136.86467,35.170441
医）髙田 ライフ健康クリニック,名古屋市中村区道下町２－２６,名古屋市中村区,136.863312,35.172928
医）青雄会 あおやまクリニック,名古屋市中区栄３－７－１３ コスモ栄ビル ３Ｆ,名古屋市中区,136.906052,35.167519
医）青雄会 あおやま第２クリニック,名古屋市中区栄３－７－１３ コスモ栄ビル ６Ｆ,名古屋市中区,136.906052,35.167519
岩田内科医院,名古屋市中区千代田３－１８－１１,名古屋市中区,136.912964,35.154572
ＮＴＴ西日本東海病院,名古屋市中区松原２－１７－５,名古屋市中区,136.894852,35.155605
おおの内科,名古屋市中区新栄町１－３,名古屋市中区,136.909744,35.169373
医）斯文会 岡田内科,名古屋市中区上前津１－１２－７,名古屋市中区,136.903656,35.155308
医）敬愛会 奥田クリニック,名古屋市中区錦１－４－２８,名古屋市中区,136.896469,35.172462
おぜき内科,名古屋市中区千代田３－３－８,名古屋市中区,136.911224,35.156185
医）上前津メディカルクリニック,名古屋市中区上前津１－６－１０,名古屋市中区,136.905182,35.156101
医）木村クリニック,名古屋市中区千代田４－４－１８,名古屋市中区,136.911713,35.152943
医）倉橋クリニック,名古屋市中区錦２－５－３１,名古屋市中区,136.901276,35.171806
栄ＫＥＮハートクリニック,名古屋市中区栄３－６－２０,名古屋市中区,136.9077,35.167381
佐々木小児科放射線科内科医院,名古屋市中区栄４－１４－１０,名古屋市中区,136.910034,35.167557
医）順秀会 スカイル内科,名古屋市中区栄３－４－５ 栄スカイルビル １１Ｆ,名古屋市中区,136.906448,35.168255
中日病院,名古屋市中区丸の内３－１２－３,名古屋市中区,136.901993,35.176285
医）社団トータルライフ医療会 東京トータルライフクリニック名古屋分院,名古屋市中区千代田３－３３－２４ マイティコミュニティ千代田 ２Ｆ,名古屋市中区,136.911285,35.153976
医）としわ会 としわ会診療センターレクリニック,名古屋市中区金山５－５－１１,名古屋市中区,136.909088,35.146381
内科・皮膚科 テラッセ納屋橋ファミリークリニック,名古屋市中区栄１－２－３ プラウドタワー名古屋栄 ２０１,名古屋市中区,136.89296,35.16695
医）名古屋栄クリニック,名古屋市中区栄５－２７－３,名古屋市中区,136.910797,35.162514
日本福祉大学付属クリニックさくら,名古屋市中区千代田４－５－３,名古屋市中区,136.912735,35.152351
医）野垣 野垣クリニック,名古屋市中区栄１－１０－１６,名古屋市中区,136.895798,35.166451
福澤内科・皮フ科クリニック,名古屋市中区錦２－１４－２０,名古屋市中区,136.900299,35.169891
本町クリニック,名古屋市中区栄３－２０－２９,名古屋市中区,136.903091,35.165363
ＭＯＴＥＴＴＯ鶴舞クリニック,名古屋市中区千代田２－８－７ モテット鶴舞公園 １Ｆ,名古屋市中区,136.913666,35.158775
青山内科ハートクリニック,名古屋市昭和区山手通３－３,名古屋市昭和区,136.964294,35.14629
石川橋クリニック,名古屋市昭和区菊園町４－３２,名古屋市昭和区,136.941635,35.138344
医）いつき会 いつきクリニック石川橋,名古屋市昭和区檀渓通５－２６,名古屋市昭和区,136.945084,35.139626
いとう内科,名古屋市昭和区御器所通１－１３,名古屋市昭和区,136.927963,35.149796
医）伊藤内科,名古屋市昭和区白金２－１３－４,名古屋市昭和区,136.916779,35.14476
宇野内科,名古屋市昭和区菊園町２－２０,名古屋市昭和区,136.939072,35.13884
加藤内科クリニック,名古屋市昭和区西畑町４５,名古屋市昭和区,136.953094,35.154015
医）生寿会 かわな病院,名古屋市昭和区山花町５０,名古屋市昭和区,136.951324,35.150536
医）北山クリニック,名古屋市昭和区北山町２ー３４ー４,名古屋市昭和区,136.931915,35.152485
ごきそ内科・内視鏡クリニック,名古屋市昭和区恵方町１－２５－３,名古屋市昭和区,136.928757,35.145645
医）慶翔会 小林医院,名古屋市昭和区阿由知通２－２２ メゾンソレイユ ２Ｆ,名古屋市昭和区,136.933823,35.152557
さかいクリニック,名古屋市昭和区川名本町３－７９,名古屋市昭和区,136.941055,35.150055
さいき内科クリニック,名古屋市昭和区明月町２－３８－３,名古屋市昭和区,136.930145,35.146694
杉浦医院,名古屋市昭和区山手通５－３３－１,名古屋市昭和区,136.965363,35.137119
杉浦内科クリニック,名古屋市昭和区隼人町８－３,名古屋市昭和区,136.954056,35.14381
社会福祉法人聖霊会 聖霊病院,名古屋市昭和区川名山町５６,名古屋市昭和区,136.955902,35.145088
だいまちクリニック,名古屋市昭和区台町３－４－１,名古屋市昭和区,136.934341,35.147617
たけうちファミリークリニック,名古屋市昭和区折戸町５－４５,名古屋市昭和区,136.946747,35.1544
たけざわ循環器内科クリニック,名古屋市昭和区山手通３－８－１,名古屋市昭和区,136.964767,35.144398
立松医院,名古屋市昭和区広見町５－５５,名古屋市昭和区,136.930359,35.140938
谷口内科クリニック,名古屋市昭和区長戸町５－４４,名古屋市昭和区,136.94371,35.144226
塚田外科,名古屋市昭和区鶴羽町３－１８,名古屋市昭和区,136.93634,35.151169
つむぎファミリークリニック,名古屋市昭和区隼人町３－４,名古屋市昭和区,136.955673,35.143272
てしがわらファミリークリニック,名古屋市昭和区阿由知通１－３－４,名古屋市昭和区,136.935181,35.157043
医）戸田内科耳鼻咽喉科医院,名古屋市昭和区元宮町６－１１－１,名古屋市昭和区,136.948975,35.158276
中野ファミリークリニック,名古屋市昭和区滝子町２２－３,名古屋市昭和区,136.924988,35.142365
南山クリニック,名古屋市昭和区上山町４－１－２,名古屋市昭和区,136.951157,35.138332
西脇医院,名古屋市昭和区鶴舞２－１８－１３,名古屋市昭和区,136.914902,35.150726
服部内科･胃腸科･小児科･皮フ科医院,名古屋市昭和区御器所２－１１－３,名古屋市昭和区,136.920303,35.148167
耳鼻咽喉科・小児耳鼻咽喉科 はまじまクリニック,名古屋市昭和区滝子通３－１０－１ 滝子メディカルステーション ２Ｆ,名古屋市昭和区,136.923462,35.139935
医）ほりえクリニック,名古屋市昭和区荒田町５－１－２,名古屋市昭和区,136.943909,35.140911
みらいクリニック,名古屋市昭和区川名本町３－６４,名古屋市昭和区,136.941299,35.15041
むらくもハートクリニック,名古屋市昭和区村雲町１５－５,名古屋市昭和区,136.91925,35.145744
医）メドック健康クリニック,名古屋市昭和区安田通４－３,名古屋市昭和区,136.944855,35.154263
医）安正会 安井病院,名古屋市昭和区滝子町２７－１９,名古屋市昭和区,136.924438,35.140823
横山内科小児科,名古屋市昭和区元宮町４－４０,名古屋市昭和区,136.946655,35.157883
いとう医院,名古屋市瑞穂区弥富通２－１２,名古屋市瑞穂区,136.946671,35.117897
稲熊病院,名古屋市瑞穂区豊岡通１－１０,名古屋市瑞穂区,136.928192,35.127266
犬飼胃腸科,名古屋市瑞穂区御剱町２－１５,名古屋市瑞穂区,136.920944,35.136272
大森クリニック,名古屋市瑞穂区八勝通１－４,名古屋市瑞穂区,136.954132,35.129578
かのうクリニック,名古屋市瑞穂区弥富通３－１８,名古屋市瑞穂区,136.951065,35.118599
かわぐちクリニック,名古屋市瑞穂区密柑山町２－４９－３,名古屋市瑞穂区,136.951096,35.127975
久米クリニック,名古屋市瑞穂区丸根町１－８,名古屋市瑞穂区,136.9505,35.117481
清水ヶ岡糖尿病内科皮フ科クリニック,名古屋市瑞穂区弥富町桜ヶ岡４,名古屋市瑞穂区,136.955704,35.131611
ＴＫクリニック,名古屋市瑞穂区東栄町８－５,名古屋市瑞穂区,136.935684,35.132748
名古屋市総合リハビリテーションセンター附属病院,名古屋市瑞穂区弥富町字密柑山１－２,名古屋市瑞穂区,136.952057,35.128033
医）成田外科,名古屋市瑞穂区玉水町２－５０,名古屋市瑞穂区,136.956528,35.120144
橋本クリニック,名古屋市瑞穂区汐路町２－１－２,名古屋市瑞穂区,136.93869,35.135166
服部医院,名古屋市瑞穂区柳ケ枝町１－３４,名古屋市瑞穂区,136.922348,35.121197
雲雀ヶ岡クリニック,名古屋市瑞穂区彌富町字緑ヶ岡４－１４,名古屋市瑞穂区,136.956741,35.135067
藤村レディスこどもクリニック,名古屋市瑞穂区土市町２－２１,名古屋市瑞穂区,136.935608,35.116863
ブラザー記念病院,名古屋市瑞穂区塩入町１１－８,名古屋市瑞穂区,136.921112,35.118061
医）まこと会 穂波クリニック,名古屋市瑞穂区苗代町２８－５,名古屋市瑞穂区,136.924744,35.117123
みずほキッズクリニック,名古屋市瑞穂区八勝通２－１２－１,名古屋市瑞穂区,136.950607,35.126148
みずほ通りクリニック,名古屋市瑞穂区本願寺町３－１０－１,名古屋市瑞穂区,136.934219,35.129486
横井医院,名古屋市瑞穂区玉水町２－７２,名古屋市瑞穂区,136.958069,35.120468
あつた神宮東クリニック,名古屋市熱田区三本松町１４－７,名古屋市熱田区,136.914581,35.126869
医）樹心会 あつたファミリーハートクリニック,名古屋市熱田区二番２－２５－４６,名古屋市熱田区,136.894043,35.118713
医）杏園会 熱田リハビリテーション病院,名古屋市熱田区比々野町３２,名古屋市熱田区,136.891876,35.134182
医）井土医院,名古屋市熱田区野立町３－６０,名古屋市熱田区,136.88765,35.130413
今泉クリニック,名古屋市熱田区花町２－５,名古屋市熱田区,136.901443,35.139854
うえの内科クリニック,名古屋市熱田区八番２－２－１７,名古屋市熱田区,136.885117,35.123493
医）渡航メディカルサポート金山ファミリークリニック,名古屋市熱田区金山町１－５－３,名古屋市熱田区,136.900513,35.141956
亀島クリニック,名古屋市熱田区伝馬２－２７－１２,名古屋市熱田区,136.910095,35.117134
カワムラ医院,名古屋市熱田区南一番町５－２３,名古屋市熱田区,136.895432,35.118179
みなと医療生活協同組合 協立総合病院,名古屋市熱田区五番町４－３３,名古屋市熱田区,136.890244,35.116772
みなと医療生協 クリニックレインボー,名古屋市熱田区六番２－１６－１９,名古屋市熱田区,136.888489,35.118977
小山医院,名古屋市熱田区内田町３０４,名古屋市熱田区,136.906906,35.119022
さとう内科,名古屋市熱田区伝馬２－７－１０,名古屋市熱田区,136.910034,35.119713
医）東仁会 とうじま内科・外科クリニック,名古屋市熱田区一番３－３－６,名古屋市熱田区,136.895569,35.125023
永田内科医院,名古屋市熱田区五本松町１３－１８,名古屋市熱田区,136.903595,35.132526
なかやまクリニック,名古屋市熱田区六番2-1-30,名古屋市熱田区,136.888931,35.12355
のだて整形外科リハビリクリニック,名古屋市熱田区青池町１－２,名古屋市熱田区,136.889145,35.136314
服部内科,名古屋市熱田区二番１－１４－１４,名古屋市熱田区,136.892853,35.124161
まごころの杜クリニック,名古屋市熱田区幡野町１７－１０,名古屋市熱田区,136.888,35.137863
医）ミズタニ 水谷病院,名古屋市熱田区金山町１－４－３,名古屋市熱田区,136.90126,35.141636
宮の森クリニック 耳鼻咽喉科,名古屋市熱田区一番３－９－７,名古屋市熱田区,136.895523,35.124203
森本医院,名古屋市熱田区大宝４－７－７,名古屋市熱田区,136.891983,35.128304
医）青樹会 あおい内科,名古屋市中川区八田町１１０６,名古屋市中川区,136.85405,35.147137
医）安藤医院もりかわクリニック,名古屋市中川区荒子町大門西４７,名古屋市中川区,136.857803,35.134651
安保クリニック,名古屋市中川区中野新町１－２０,名古屋市中川区,136.871506,35.128109
