facility_name,address,ward_name,lng,lat,reception,remark,other
イナバ小児科,岡山市北区鹿田町1-7-1,岡山市北区,133.918762,34.65321,086-232ｰ5355,桑田,電話
おおもと病院,岡山市北区大元1-1-5,岡山市北区,133.904007,34.646973,086-241-6888,桑田,電話
川口メディカルクリニック,岡山市北区大供2-2-16,岡山市北区,133.918152,34.65543,086-222ｰ0820,桑田,来院にて受付
かわだファミリークリニック,岡山市北区東古松3-2-23,岡山市北区,133.914505,34.647499,086-222-2838,桑田,電話
光生病院,岡山市北区厚生町3-8-35,岡山市北区,133.910995,34.655674,086-222ｰ6806,桑田,電話
うのきん耳鼻咽喉科,岡山市北区厚生町2-8-12,岡山市北区,133.913544,34.654716,086-221-3387,桑田,ネット（県共通予約システム）
小坂耳鼻咽喉科医院,岡山市北区大元上町1-14,岡山市北区,133.901962,34.649742,086-246ｰ1115,桑田,ネット（県共通予約システム）
順正会内科クリニック,岡山市北区桑田町2-10 ラ・エスペランサ1F,岡山市北区,133.916611,34.659645,086-207-2263,桑田,電話
淳風会大供クリニック,岡山市北区大供2-3-1,岡山市北区,133.917816,34.654613,086-224ｰ3211,桑田,ネット（県共通予約システム）
ごとうクリニック,岡山市北区大供1-2-15,岡山市北区,133.920639,34.656025,086-221-5010,桑田,電話
諸國眞太郎クリニック,岡山市北区錦町6-17 アウルスタイル錦町2 4F,岡山市北区,133.919678,34.662861,086-224ｰ1313,桑田,電話
せとうちクリニック,岡山市北区野田3-1-10 2階,岡山市北区,133.901688,34.653748,086-236ｰ8470,桑田,ネット（県共通予約システム）
相馬眼科医院,岡山市北区下石井1-2-1 イオンモール岡山5F,岡山市北区,133.91777,34.662106,086-223ｰ0125,桑田,医院ホームページを確認医院発行の予約券必要
たけだ皮膚科,岡山市北区西古松252-117,岡山市北区,133.905396,34.644009,086-244ｰ7333,桑田,電話
谷野内科循環器科クリニック,岡山市北区桑田町4-15,岡山市北区,133.916183,34.658966,086-222ｰ0800,桑田,電話
丹治クリニック,岡山市北区本町5-20 高島屋東館2F,岡山市北区,133.920837,34.664806,086-221ｰ7570,桑田,電話
辻医院,岡山市北区野田3-18-53,岡山市北区,133.897263,34.652714,086-805ｰ1118,桑田,電話
長瀬内科医院,岡山市北区厚生町2-６-20,岡山市北区,133.913971,34.654484,086-222ｰ2709,桑田,電話
西川クリニック,岡山市北区錦町3-14,岡山市北区,133.922104,34.663734,086-221ｰ3000,桑田,電話
はだ医院,岡山市北区大元上町12-10,岡山市北区,133.898849,34.647083,086-242ｰ5151,桑田,電話
ひまわり内科クリニック,岡山市北区下中野322-107,岡山市北区,133.908203,34.641739,086-246ｰ5115,桑田,電話
渕本医院,岡山市北区西古松2-28-14,岡山市北区,133.905258,34.645657,086-241ｰ9484,桑田,ネット（県共通予約システム）
まつお内科クリニック,岡山市北区上中野1-16-17,岡山市北区,133.898956,34.645584,086-246ｰ2323,桑田,電話
むぐるま内科クリニック,岡山市北区下石井1-2-1-1051 イオンモール岡山1階,岡山市北区,133.91777,34.662106,086-206ｰ7117,桑田,電話とネット（県共通予約システム）両方
よこやま腎泌尿器科クリニック,岡山市北区今2-7-1 KUⅡビル,岡山市北区,133.898178,34.647865,086-241ｰ3322,桑田,電話
岡田内科,岡山市北区奥田本町13-8,岡山市北区,133.920547,34.646328,086-222ｰ2929,岡輝,電話
岡山紀念病院,岡山市北区清輝本町7-22,岡山市北区,133.926331,34.651882,086-221ｰ1116,岡輝,電話
片岡内科医院,岡山市北区京町7-16,岡山市北区,133.923462,34.653851,086-222ｰ8143,岡輝,電話
川村医院,岡山市北区奥田2-8ｰ3,岡山市北区,133.919662,34.643242,086-223ｰ6322,岡輝,電話
黒田医院,岡山市北区神田町2-8-35,岡山市北区,133.922318,34.639011,086-233ｰ3531,岡輝,ネット（県共通予約システム）と直接来院予約
小林内科診療所,岡山市北区青江5-1-3,岡山市北区,133.918137,34.631466,086-226ｰ5022,岡輝,電話
佐藤医院,岡山市北区旭町15,岡山市北区,133.926865,34.647346,086-223ｰ7746,岡輝,電話
さとうハートクリニック,岡山市北区青江1-22-23,岡山市北区,133.91684,34.632473,086-232ｰ0810,岡輝,電話
末宗小児科医院,岡山市北区富田503-5,岡山市北区,133.915253,34.6381,086-227ｰ3322,岡輝,ネット（県共通予約システム）
のぞみクリニック,岡山市北区神田町1-9-46,岡山市北区,133.920456,34.639275,086-227ｰ5080,岡輝,電話
安田内科医院,岡山市北区清輝本町3-28,岡山市北区,133.927216,34.653095,086-222ｰ5718,岡輝,電話
井戸外科内科医院,岡山市北区今7ｰ23-25,岡山市北区,133.891678,34.642048,086-241ｰ0041,御南,電話
岡山県健康づくり財団附属病院,岡山市北区平田408-1,岡山市北区,133.882538,34.634884,086-241ｰ0880,御南,電話
岡山市立市民病院,岡山市北区北長瀬表町3-20-1,岡山市北区,133.884338,34.652077,086-737ｰ3000,御南,ネット（県共通予約システム）
岡山そけいヘルニア日帰り手術Gi外科クリニック,岡山市北区中仙道2-7-25,岡山市北区,133.886353,34.646694,080-3754-9266,御南,電話とネット（県共通予約システム）両方
おぐら小児科,岡山市北区辰巳34-109,岡山市北区,133.889984,34.63942,086-244ｰ1115,御南,電話
尾上内科循環器内科医院,岡山市北区久米361,岡山市北区,133.872086,34.648739,086-238ｰ1080,御南,電話
きたながせ内科クリニック,岡山市北区北長瀬表町2-17-80,岡山市北区,133.887787,34.653397,086-239-1107,御南,電話
コープ大野辻クリニック,岡山市北区今3-26-28 コープ大野辻２階,岡山市北区,133.891876,34.649822,086-805ｰ0335,御南,ネット（県共通予約システム）
たつみ内科クリニック,岡山市北区辰巳20-108,岡山市北区,133.886536,34.640759,086-246ｰ6500,御南,ネット（県共通予約システム）
露野医院,岡山市北区西長瀬1225-4,岡山市北区,133.877502,34.646973,086-241ｰ3933,御南,電話
寺見内科医院,岡山市北区中仙道58-122,岡山市北区,133.884521,34.644783,086-243ｰ7115,御南,電話
長尾内科医院,岡山市北区今3-23-15,岡山市北区,133.892014,34.646301,086-243-8888,御南,電話
眞壁クリニック,岡山市北区中仙道1-21-17,岡山市北区,133.887085,34.648605,086-201ｰ5222,御南,電話
松本医院,岡山市北区辰巳38-101,岡山市北区,133.888748,34.638176,086-246ｰ1536,御南,電話
御南クリニック,岡山市北区今保557-16,岡山市北区,133.871323,34.636402,086-242ｰ5656,御南,ネット（県共通予約システム）
三宅医院問屋町テラス,岡山市北区問屋町15-101,岡山市北区,133.888718,34.644176,086-259ｰ4103,御南,ネット（県共通予約システム）
ムネトモクリニック,岡山市北区今7-6-25,岡山市北区,133.894028,34.640469,086-245ｰ7070,御南,ネット（県共通予約システム）
森谷外科医院,岡山市北区下中野717-101,岡山市北区,133.893921,34.634464,086-245ｰ3655,御南,電話
有森・整形外科・内科クリニック,岡山市北区西辛川479,岡山市北区,133.861023,34.68187,086-284ｰ6188,中山,電話
今井医院,岡山市北区西辛川269-1,岡山市北区,133.863464,34.68074,086-284ｰ0043,中山,電話とネット（県共通予約システム）両方
浦上ファミリークリニック,岡山市北区一宮34-3,岡山市北区,133.872253,34.679096,086-284ｰ1221,中山,電話
大橋内科医院,岡山市北区一宮144-2,岡山市北区,133.873932,34.676689,086-284ｰ5552,中山,ネット（県共通予約システム）
黒住外科内科,岡山市北区一宮509-1,岡山市北区,133.869446,34.679169,086-284ｰ5400,中山,ネット（県共通予約システム）
サンノゼの丘クリニック,岡山市北区芳賀1735-79,岡山市北区,133.871201,34.713463,086-286-0888,中山,電話
須藤医院,岡山市北区一宮117,岡山市北区,133.873459,34.67749,086-284-0175,中山,電話とネット（病院ホームページから）
鳥越医院,岡山市北区楢津706-1,岡山市北区,133.879044,34.679073,086-284ｰ7211,中山,電話
芳賀佐山診療所,岡山市北区芳賀5112-103,岡山市北区,133.877182,34.707741,086-284ｰ7272,中山,電話
深澤内科医院,岡山市北区西辛川487-2,岡山市北区,133.861023,34.68187,086-284ｰ1151,中山,電話
福本クリニック,岡山市北区首部65-4,岡山市北区,133.896271,34.682972,086-284ｰ8811,中山,電話
前田医院,岡山市北区楢津310-1,岡山市北区,133.887589,34.680294,086-284ｰ7676,中山,ネット（県共通予約システム）
山下クリニック,岡山市北区楢津394-1,岡山市北区,133.885834,34.679974,086-284ｰ5511,中山,ネット（県共通予約システム）
坂野内科医院,岡山市北区吉宗677-1,岡山市北区,133.906891,34.728035,086-294ｰ5025,香和,ネット（県共通予約システム）
津高台診療所,岡山市北区津高台1-2009-13,岡山市北区,133.915436,34.698322,086-251ｰ0372,香和,電話
難波医院,岡山市北区横井上222-1,岡山市北区,133.902908,34.704311,086-294ｰ3366,香和,電話
マスカット内科クリニック,岡山市北区菅野4283,岡山市北区,133.894623,34.748886,086-294ｰ7111,香和,電話
山谷医院,岡山市北区吉宗429-3,岡山市北区,133.904922,34.732689,086-294ｰ2987,香和,電話
えばらクリニック,岡山市北区加茂15-3,岡山市北区,133.836624,34.673977,086-287ｰ3300,高松,電話とネット（県共通予約システム）両方
済生会 吉備病院,岡山市北区高松原古才584-1,岡山市北区,133.825607,34.68335,086-287ｰ8655,高松,ネット（県共通予約システム）
高松整形外科脳神経外科医院,岡山市北区小山492-1,岡山市北区,133.813278,34.692883,086-287-3380,高松,電話とネット（県共通予約システム）両方
田中胃腸科,岡山市北区小山108-3,岡山市北区,133.814178,34.692211,086-287ｰ9200,高松,電話
なかむら耳鼻咽喉科,岡山市北区小山52-2,岡山市北区,133.815735,34.690132,086-287ｰ7455,高松,電話とネット（県共通予約システム）両方
深井医院,岡山市北区高松131-5,岡山市北区,133.8228,34.685764,086-287ｰ2011,高松,電話とネット（県共通予約システム）両方
渡辺医院,岡山市北区吉備津1022-6,岡山市北区,133.844864,34.673222,086-287ｰ7232,高松,電話
あおき整形リハビリクリニック,岡山市北区久米250-4,岡山市北区,133.868881,34.648132,086-243ｰ8282,吉備,電話
赤司整形外科医院,岡山市北区平野538-1,岡山市北区,133.857758,34.643494,086-293ｰ3557,吉備,電話
大屋医院,岡山市北区東花尻229-1,岡山市北区,133.862991,34.654598,086-293ｰ6821,吉備,電話
梶木病院,岡山市北区西花尻1231-1,岡山市北区,133.856995,34.651997,086-293ｰ3355,吉備,電話
かりや内科,岡山市北区庭瀬810-3,岡山市北区,133.849045,34.644062,086-250ｰ2017,吉備,電話
酒井内科小児科,岡山市北区白石西新町7-110,岡山市北区,133.86821,34.654846,086-255ｰ2131,吉備,電話
しまばら内科消化器科クリニック,岡山市北区平野1011-6,岡山市北区,133.858017,34.648109,086-292ｰ2555,吉備,電話
撫川クリニック,岡山市北区撫川1470,岡山市北区,133.841461,34.642654,086-292ｰ8133,吉備,電話
西岡外科,岡山市北区花尻みどり町9-106,岡山市北区,133.873856,34.657928,086-253ｰ8808,吉備,電話
にしがわ診療所,岡山市北区中撫川448-1,岡山市北区,133.840591,34.650021,086-239ｰ2450,吉備,電話
庭瀬ファミリークリニック,岡山市北区平野847-6,岡山市北区,133.857758,34.643494,086-903ｰ4114,吉備,電話
野崎医院,岡山市北区庭瀬214-3,岡山市北区,133.85173,34.647972,086-292ｰ0101,吉備,電話
笛木内科医院,岡山市北区庭瀬183,岡山市北区,133.851776,34.648994,086-292ｰ0033,吉備,電話
ふくだ医院,岡山市北区平野691-5,岡山市北区,133.85257,34.643257,086-293ｰ5670,吉備,電話
モリトウ内科,岡山市北区白石547-1,岡山市北区,133.868927,34.650536,086-255ｰ6211,吉備,電話
あしもりクリニック,岡山市北区下足守1900-1,岡山市北区,133.803162,34.71788,ー,足守,ネット（県共通予約システム）
木村医院,岡山市北区大井2393-5,岡山市北区,133.800644,34.738705,086-295ｰ0010,足守,電話
中山医院,岡山市北区西山内101,岡山市北区,133.79068,34.765377,086-299ｰ0005,足守,電話
こまごえ医院,岡山市北区御津宇垣1561,岡山市北区,133.924362,34.782856,086-724ｰ2222,御津,電話
難波医院,岡山市北区御津金川983,岡山市北区,133.927658,34.796734,086-724ｰ0008,御津,電話
にしおか耳鼻咽喉科,岡山市北区御津宇垣1691-4,岡山市北区,133.924362,34.782856,086-724ｰ4433,御津,電話
山中医院,岡山市北区御津野々口378-5,岡山市北区,133.931961,34.766865,086-724ｰ0201,御津,電話
たけべクリニック,岡山市北区建部町建部上325-1,岡山市北区,133.903183,34.861336,086-722ｰ0063,建部,電話
岡山市久米南町組合立国民健康保険福渡病院,岡山市北区建部町福渡1000,岡山市北区,133.91153,34.870262,086-722ｰ0525,建部,電話とネット（県共通予約システム）両方
総合病院 岡山協立病院,岡山市中区赤坂本町8-10,岡山市中区,133.937424,34.650936,086-899-8112,東山,ネット（県共通予約システム）
河島外科胃腸科,岡山市中区門田屋敷2-3-22,岡山市中区,133.938507,34.655064,086-272ｰ2155,東山,電話
鈴木内科医院,岡山市中区門田屋敷3-5-40-1,岡山市中区,133.940765,34.65387,ー,東山,ネット（県共通予約システム）
なかとう内科小児科医院,岡山市中区平井3-874-40,岡山市中区,133.949905,34.635201,086-274ｰ9100,東山,電話
はいさ内科医院,岡山市中区門田屋敷4-4-14,岡山市中区,133.939087,34.652798,086-272ｰ2593,東山,電話
三田医院,岡山市中区門田屋敷1-10-21 1F,岡山市中区,133.941452,34.656555,086-272ｰ7770,東山,電話
朝日医療クリニック,岡山市中区東川原141-10,岡山市中区,133.943863,34.677948,086-272ｰ5811,操山,電話
岡山ハートクリニック,岡山市中区竹田54-1,岡山市中区,133.938904,34.683243,086-271-8101,操山,電話
氏平医院,岡山市中区古京町1-5-10,岡山市中区,133.939743,34.662106,086-272ｰ1372,操山,電話
おかもと内科小児科診療所,岡山市中区浜356-1,岡山市中区,133.939636,34.671268,ー,操山,ネット（県共通予約システム）
おかやま内科 糖尿病・健康長寿クリニック,岡山市中区中納言町4-31,岡山市中区,133.939011,34.658985,086-272ｰ1439,操山,ネット（県共通予約システム）
片木小児科内科医院,岡山市中区国富781-1 国富診療ビル3F,岡山市中区,133.943878,34.666161,ー,操山,ネット（県共通予約システム）
西条脳神経外科クリニック,岡山市中区西川原69-1,岡山市中区,133.940964,34.678024,086-273ｰ0106,操山,電話
西条レディスクリニック,岡山市中区西川原121-1,岡山市中区,133.940964,34.678024,ー,操山,ネット（県共通予約システム）
桜のみち内科クリニック,岡山市中区中井462－1,岡山市中区,133.959808,34.689598,086－275－2227,操山,電話とネット（県共通予約システム）両方
さつき内科クリニック,岡山市中区西川原135-1,岡山市中区,133.940964,34.678024,086-206ｰ1351,操山,ネット（県共通予約システム）
佐藤耳鼻咽喉科医院,岡山市中区原尾島1-14-9,岡山市中区,133.948395,34.671345,086-272ｰ2619,操山,電話
中村小児科,岡山市中区原尾島1-3-15,岡山市中区,133.945602,34.67136,086-273-2301,操山,電話
清水医院,岡山市中区浜1-20-27,岡山市中区,133.938187,34.672794,086-271ｰ3666,操山,電話
原尾島クリニック,岡山市中区原尾島3-8-16,岡山市中区,133.945633,34.670456,086-271ｰ3777,操山,電話
横田内科クリニック,岡山市中区国富820-1,岡山市中区,133.943146,34.665524,086-272ｰ2202,操山,電話
吉岡内科医院,岡山市中区国富618,岡山市中区,133.943878,34.666161,086-272ｰ0353,操山,ネット（県共通予約システム）
岡山旭東病院,岡山市中区倉田567-1,岡山市中区,133.95459,34.632183,ー,操南,ネット（県共通予約システム）
岡山脳神経内科クリニック,岡山市中区江崎104-16,岡山市中区,133.961136,34.627834,086-230ｰ1015,操南,ネット（県共通予約システム）
岡山博愛会病院,岡山市中区江崎456-2,岡山市中区,133.96405,34.624603,086-274ｰ8101,操南,ネット（県共通予約システム）
岡山東中央病院,岡山市中区倉田677-1,岡山市中区,133.953751,34.634903,086-276ｰ3711,操南,電話
きらめきクリニック,岡山市中区倉益170-4,岡山市中区,133.976166,34.64349,086-274ｰ7717,操南,ネット（県共通予約システム）
小林クリニック,岡山市中区倉田324-61,岡山市中区,133.95874,34.634918,086-274ｰ1700,操南,電話
庄医院,岡山市中区山崎267-7,岡山市中区,133.974182,34.648823,ー,操南,ネット（県共通予約システム）
庄整形外科,岡山市中区倉益64-3,岡山市中区,133.977936,34.642509,086-274-7702,操南,電話
ただとも胃腸内科・外科,岡山市中区江崎79-2,岡山市中区,133.958206,34.628384,086-277ｰ7572,操南,電話
原おとなこどもクリニック,岡山市中区藤崎136-22,岡山市中区,133.969223,34.629639,086-277ｰ8233,操南,ネット（県共通予約システム）
藤本耳鼻咽喉科クリニック,岡山市中区江崎83-1,岡山市中区,133.958206,34.628384,086-274ｰ4133,操南,ネット（県共通予約システム）
万袋内科胃腸科医院,岡山市中区山崎263-4,岡山市中区,133.975784,34.649132,086-276ｰ2364,操南,電話
湯原内科医院,岡山市中区湊374-3,岡山市中区,133.960114,34.648735,086-277ｰ5560,操南,電話
これさわ内科医院,岡山市中区海吉1537-2,岡山市中区,133.987259,34.661922,086-277ｰ1881,富山,電話
耳鼻咽喉科菅田医院,岡山市中区山崎68-2,岡山市中区,133.969223,34.65292,070-5524-0296,富山,ネット（県共通予約システム）
たかはしクリニック,岡山市中区湊491-2,岡山市中区,133.957626,34.650562,086-277ｰ1105,富山,電話
てらだ内科クリニック,岡山市中区円山1018-3,岡山市中区,133.966599,34.657063,086-277ｰ0005,富山,電話
長井クリニック,岡山市中区円山54-18,岡山市中区,133.967346,34.653763,086-276ｰ2111,富山,電話
中島内科小児科医院,岡山市中区円山81-7,岡山市中区,133.968582,34.653294,086-276ｰ3088,富山,電話
三宅医院,岡山市中区福泊9-12,岡山市中区,133.980606,34.654922,ー,富山,ネット（県共通予約システム）
池上医院,岡山市中区下428-3,岡山市中区,133.991196,34.682526,086-279ｰ0227,竜操,ネット（県共通予約システム）
岡山第一病院,岡山市中区高屋343,岡山市中区,133.969238,34.67437,086-272ｰ4088,竜操,電話
コープみんなの診療所,岡山市中区乙多見101-4,岡山市中区,133.977905,34.677055,086-278ｰ8522,竜操,電話
城東ファミリークリニック,岡山市中区長利103－5,岡山市中区,133.997391,34.674522,086-278-5001,竜操,ネット（県共通予約システム）
東岡山ながけクリニック,岡山市中区土田805-1,岡山市中区,133.986008,34.693108,086-278ｰ0122,竜操,電話
深田内科,岡山市中区藤原西町2-7-2,岡山市中区,133.95816,34.676037,086-273ｰ1234,竜操,ネット（県共通予約システム）
江森内科・循環器科,岡山市中区中井1-13-15,岡山市中区,133.960327,34.683723,ー,高島,ネット（県共通予約システム）
旭竜クリニック,岡山市中区中島70-1,岡山市中区,133.945007,34.686298,086-275ｰ6768,高島,電話
清野内科医院,岡山市中区雄町295-1,岡山市中区,133.974335,34.686138,086-278ｰ5535,高島,電話
さとう内科,岡山市中区中井2-11-23,岡山市中区,133.962097,34.686459,086-275ｰ7711,高島,電話
戸川医院,岡山市中区高島新屋敷237-3,岡山市中区,133.954529,34.686371,086-275ｰ0705,高島,電話
ながけクリニック,岡山市中区中井454-1,岡山市中区,133.959045,34.689404,086-207ｰ6788,高島,電話
松浦皮膚科医院,岡山市中区雄町294-1,岡山市中区,133.974335,34.686138,086-237ｰ4112,高島,電話
あおい在宅クリニック,岡山市東区可知4-3-7-101,岡山市東区,134.003525,34.657883,ー,旭東,ネット（県共通予約システム）
大西内科消化器科医院,岡山市東区益野町251-1,岡山市東区,133.996704,34.658356,086-943ｰ9191,旭東,電話
おおみち耳鼻咽喉科医院,岡山市東区西大寺松崎167-8,岡山市東区,134.012421,34.661758,080-7610-9193,旭東,電話
西大寺中央クリニック,岡山市東区松新町25-5,岡山市東区,134.013687,34.657169,086-943ｰ9211,旭東,電話
城本クリニック,岡山市東区松新町65-4,岡山市東区,134.009552,34.657883,086-942ｰ7688,旭東,電話
津田内科小児科医院,岡山市東区古都南方2815-1,岡山市東区,134.018402,34.687237,086-278ｰ4123,旭東,電話
野口医院,岡山市東区可知2-3-18,岡山市東区,134.001236,34.656799,086-943ｰ5131,旭東,電話
野田内科医院,岡山市東区藤井174-6,岡山市東区,134.004257,34.697491,086-278ｰ3318,旭東,電話
ふじわらクリニック内科・小児科,岡山市東区中川町301-23,岡山市東区,134.000854,34.664307,086-942ｰ3520,旭東,電話
マツザキクリニック,岡山市東区西大寺松崎176-10,岡山市東区,134.01088,34.660526,086-944ｰ4777,旭東,電話
宇治医院,岡山市東区西大寺中3-3-24,岡山市東区,134.036438,34.652946,086-942ｰ2158,西大寺,電話
宇野診療所,岡山市東区西大寺上2-8-45-1,岡山市東区,134.036545,34.659435,086-943ｰ2410,西大寺,電話
